thesis_id,person_name_raw,person_name_standardized,relationship_category,evidence_snippet,pdf_page_number,printed_page_number,source_pdf_url,extraction_date
MIT-2020-004,Mark Mondol,"Mondol, Mark",other,technical assistance and for cheering up even the most distressing days in the cleanroom,5,5,https://dspace.mit.edu/server/api/core/bitstreams/3b92a227-d089-40f5-8bc1-c1f1798e5b5b/content,2026-08-06
MIT-2020-004,Leslie Kolodziejski,"Kolodziejski, Leslie",other,for being the heart and soul of this department,5,5,https://dspace.mit.edu/server/api/core/bitstreams/3b92a227-d089-40f5-8bc1-c1f1798e5b5b/content,2026-08-06
MIT-2020-004,Navid Abedzadeh,"Abedzadeh, Navid",friend,"for being my friend, confidant, and fellow artist since our first day at MIT together",5,5,https://dspace.mit.edu/server/api/core/bitstreams/3b92a227-d089-40f5-8bc1-c1f1798e5b5b/content,2026-08-06
MIT-2020-004,Simon Vecchioni,"Vecchioni, Simon",collaborator,starting me off on this whole career path since our first project together seven years ago,5,5,https://dspace.mit.edu/server/api/core/bitstreams/3b92a227-d089-40f5-8bc1-c1f1798e5b5b/content,2026-08-06
MIT-2020-004,Marco Colangelo,"Colangelo, Marco",collaborator,for embarking on numerous projects with me and for making the research process more enjoyable,5,5,https://dspace.mit.edu/server/api/core/bitstreams/3b92a227-d089-40f5-8bc1-c1f1798e5b5b/content,2026-08-06
MIT-2020-005,Stefanie Jegelka,"Jegelka, Stefanie",advisor,"I will start by thanking my advisor, Stefanie Jegelka",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,John Tsitsiklis,"Tsitsiklis, John",committee,"my other committee members, John Tsitsiklis and Andreas Krause",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Andreas Krause,"Krause, Andreas",committee,"my other committee members, John Tsitsiklis and Andreas Krause",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Suvrit Sra,"Sra, Suvrit",collaborator,wonderful senior collaborators and mentors,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Justin Solomon,"Solomon, Justin",collaborator,wonderful senior collaborators and mentors,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Bryan Wilder,"Wilder, Bryan",collaborator,great student collaborators and also great friends,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Sebastian Claici,"Claici, Sebastian",collaborator,great student collaborators and also great friends,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Sashank Reddi,"Reddi, Sashank",collaborator,for their guidance and for hosting me for a fruitful summer at Google Research,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Satyen Kale,"Kale, Satyen",collaborator,for their guidance and for hosting me for a fruitful summer at Google Research,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Sanjiv Kumar,"Kumar, Sanjiv",collaborator,for their guidance and for hosting me for a fruitful summer at Google Research,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,James Kirpes,"Kirpes, James",other,for nurturing my love for math in my formative years,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Bernard Widrow,"Widrow, Bernard",other,helping guide a bushy-tailed undergraduate interested in applying math,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Brad Osgood,"Osgood, Brad",other,helping guide a bushy-tailed undergraduate interested in applying math,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Jindong Cai,"Cai, Jindong",other,for helping that undergraduate stay well-rounded,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Sheila Melvin,"Melvin, Sheila",other,for helping that undergraduate stay well-rounded,5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Thomas Moscibroda,"Moscibroda, Thomas",other,"for hosting me at MSR Asia, for what was one of my first real doses of academic research",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Nic Lane,"Lane, Nic",other,"for hosting me at MSR Asia, for what was one of my first real doses of academic research",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Div,Div,other,"thanks to Div, Jin, and the team at Two Sigma for teaching",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-005,Jin,Jin,other,"thanks to Div, Jin, and the team at Two Sigma for teaching",5,5,https://dspace.mit.edu/server/api/core/bitstreams/f05ce200-7d30-4cad-996a-7623404468b4/content,2026-08-06
MIT-2020-006,Munther Dahleh,"Dahleh, Munther",advisor,I would like to begin by thanking my advisor Munther Dahleh,7,7,https://dspace.mit.edu/server/api/core/bitstreams/a5410ca7-3484-4166-bcbe-6ec098f38daa/content,2026-08-06
MIT-2020-006,Sasha Rakhlin,"Rakhlin, Sasha",collaborator,fortuitous that I happened to collaborate with Sasha Rakhlin,7,7,https://dspace.mit.edu/server/api/core/bitstreams/a5410ca7-3484-4166-bcbe-6ec098f38daa/content,2026-08-06
MIT-2020-006,Mardavij Roozbehani,"Roozbehani, Mardavij",committee,I thank my doctoral committee members: Mardavij Roozbehani and Yury Polyanskiy,7,7,https://dspace.mit.edu/server/api/core/bitstreams/a5410ca7-3484-4166-bcbe-6ec098f38daa/content,2026-08-06
MIT-2020-006,Yury Polyanskiy,"Polyanskiy, Yury",committee,I thank my doctoral committee members: Mardavij Roozbehani and Yury Polyanskiy,7,7,https://dspace.mit.edu/server/api/core/bitstreams/a5410ca7-3484-4166-bcbe-6ec098f38daa/content,2026-08-06
MIT-2020-007,Prof. Shafi Goldwasser,"Goldwasser, Shafi",advisor,"my thesis supervisor, Prof. Shafi Goldwasser for her unending guidance and support",5,5,https://dspace.mit.edu/server/api/core/bitstreams/b039f325-a7dc-4a39-8ec3-19dd0d7a1c5b/content,2026-08-06
MIT-2020-007,Prof. Mike Sipser,"Sipser, Mike",committee,"other members of my thesis committee, Prof. Mike Sipser and Prof. Vinod Vaikuntanathan",5,5,https://dspace.mit.edu/server/api/core/bitstreams/b039f325-a7dc-4a39-8ec3-19dd0d7a1c5b/content,2026-08-06
MIT-2020-007,Prof. Vinod Vaikuntanathan,"Vaikuntanathan, Vinod",committee,"other members of my thesis committee, Prof. Mike Sipser and Prof. Vinod Vaikuntanathan",5,5,https://dspace.mit.edu/server/api/core/bitstreams/b039f325-a7dc-4a39-8ec3-19dd0d7a1c5b/content,2026-08-06
MIT-2020-007,Siddhartha Jayanti,"Jayanti, Siddhartha",collaborator,I would like to thank my collaborators for this work,5,5,https://dspace.mit.edu/server/api/core/bitstreams/b039f325-a7dc-4a39-8ec3-19dd0d7a1c5b/content,2026-08-06
MIT-2020-007,Ranjit Kumaresan,"Kumaresan, Ranjit",collaborator,I would like to thank my collaborators for this work,5,5,https://dspace.mit.edu/server/api/core/bitstreams/b039f325-a7dc-4a39-8ec3-19dd0d7a1c5b/content,2026-08-06
MIT-2020-007,Adam Sealfon,"Sealfon, Adam",collaborator,I would like to thank my collaborators for this work,5,5,https://dspace.mit.edu/server/api/core/bitstreams/b039f325-a7dc-4a39-8ec3-19dd0d7a1c5b/content,2026-08-06
MIT-2020-007,Nikhil Vyas,"Vyas, Nikhil",collaborator,I would like to thank my collaborators for this work,5,5,https://dspace.mit.edu/server/api/core/bitstreams/b039f325-a7dc-4a39-8ec3-19dd0d7a1c5b/content,2026-08-06
MIT-2020-007,Janet Fischer,"Fischer, Janet",other,for being a terrific graduate administrator,5,5,https://dspace.mit.edu/server/api/core/bitstreams/b039f325-a7dc-4a39-8ec3-19dd0d7a1c5b/content,2026-08-06
MIT-2020-008,Elchanan Mossel,"Mossel, Elchanan",advisor,"The foremost person I need to thank is my adviser, Elchanan Mossel",5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Yael Kalai,"Kalai, Yael",committee,worked with me for years of my PhD; also on my thesis committee,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Dana Moshkovitz,"Moshkovitz, Dana",other,my adviser during my Master's thesis,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Ronitt Rubinfeld,"Rubinfeld, Ronitt",committee,who agreed to join my committee with short notice,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Gireeja Ranade,"Ranade, Gireeja",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Anant Sahai,"Sahai, Anant",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Henry Yuen,"Yuen, Henry",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Tom Gur,"Gur, Tom",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Ron Rothblum,"Rothblum, Ron",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Ran Gelles,"Gelles, Ran",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Ran Canetti,"Canetti, Ran",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Aloni Cohen,"Cohen, Aloni",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Nishanth Dikkala,"Dikkala, Nishanth",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Sarah Scheffler,"Scheffler, Sarah",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Adam Smith,"Smith, Adam",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Yan Jin,"Jin, Yan",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Younhun Kim,"Kim, Younhun",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Frederic Koehler,"Koehler, Frederic",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Ankur Moitra,"Moitra, Ankur",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Jan Hązła,"Hązła, Jan",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-008,Paxton Turner,"Turner, Paxton",collaborator,my amazing coauthors,5,,https://dspace.mit.edu/server/api/core/bitstreams/1ac912b3-f1e7-4bf3-bd48-324331277413/content,2026-08-06
MIT-2020-009,Professor Lizhong Zheng,"Zheng, Lizhong",advisor,"I want to thank my advisor, Professor Lizhong Zheng, for his wonderful guidance",5,5,https://dspace.mit.edu/server/api/core/bitstreams/b198591f-0e70-49e5-a8a9-ad5bdd1b88be/content,2026-08-06
MIT-2020-009,Professor Gregory Wornell,"Wornell, Gregory",committee,"my committee members, Professor Gregory Wornell and Professor Guy Bresler",5,5,https://dspace.mit.edu/server/api/core/bitstreams/b198591f-0e70-49e5-a8a9-ad5bdd1b88be/content,2026-08-06
MIT-2020-009,Professor Guy Bresler,"Bresler, Guy",committee,"my committee members, Professor Gregory Wornell and Professor Guy Bresler",5,5,https://dspace.mit.edu/server/api/core/bitstreams/b198591f-0e70-49e5-a8a9-ad5bdd1b88be/content,2026-08-06
MIT-2020-010,Venkataramana Ajjanagadde,"Ajjanagadde, Venkataramana",parent,"I thank my parents, Venkataramana and Vijaya Ajjanagadde",5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Vijaya Ajjanagadde,"Ajjanagadde, Vijaya",parent,"I thank my parents, Venkataramana and Vijaya Ajjanagadde",5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Gregory Wornell,"Wornell, Gregory",advisor,"I thank my thesis advisers, Profs. Gregory Wornell and Henry Cohn",5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Henry Cohn,"Cohn, Henry",advisor,"I thank my thesis advisers, Profs. Gregory Wornell and Henry Cohn",5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Yury Polyanskiy,"Polyanskiy, Yury",committee,my thesis committee member,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Guy Bresler,"Bresler, Guy",other,several professors with whom I have had stimulating interactions,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Polina Golland,"Golland, Polina",other,several professors with whom I have had stimulating interactions,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Alexandre Megretski,"Megretski, Alexandre",other,several professors with whom I have had stimulating interactions,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Elchanan Mossel,"Mossel, Elchanan",other,several professors with whom I have had stimulating interactions,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. John Tsitsiklis,"Tsitsiklis, John",other,several professors with whom I have had stimulating interactions,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. George Verghese,"Verghese, George",other,several professors with whom I have had stimulating interactions,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Alan Willsky,"Willsky, Alan",other,several professors with whom I have had stimulating interactions,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Prof. Lizhong Zheng,"Zheng, Lizhong",other,several professors with whom I have had stimulating interactions,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Mohamed AlHajri,"AlHajri, Mohamed",friend,friends who have served as a bedrock during my time here at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Nirav Bhan,"Bhan, Nirav",friend,friends who have served as a bedrock during my time here at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Kishor Bhat,"Bhat, Kishor",friend,friends who have served as a bedrock during my time here at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Austin Collins,"Collins, Austin",friend,friends who have served as a bedrock during my time here at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Matthew de Courcy-Ireland,"de Courcy-Ireland, Matthew",friend,friends who have served as a bedrock during my time here at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
MIT-2020-010,Igor Kadota,"Kadota, Igor",friend,friends who have served as a bedrock during my time here at MIT,5,5,https://dspace.mit.edu/server/api/core/bitstreams/588a29aa-bfb9-4501-91e7-8e6572a11301/content,2026-08-06
